Date,Ticker,Open,High,Low,Close,Volume
2023-03-13,AAPL,163.0,163.0,158.0,158.99,5041531
2023-03-14,AAPL,159.98,162.01,159.98,160.73,2571195
2023-03-15,AAPL,160.68,160.68,157.37,159.14,3692134
2023-03-16,AAPL,159.01,162.94,159.01,162.64,2715514
2023-03-17,AAPL,161.23,162.45,161.23,162.36,1630911
2023-03-18,AAPL,162.08,167.52,161.53,162.64,1598991
2023-03-19,AAPL,161.92,168.39,161.92,167.93,5567611
2023-03-20,AAPL,166.87,172.83,166.87,170.84,4572356
2023-03-21,AAPL,170.98,174.57,170.98,174.18,4719874
2023-03-22,AAPL,172.9,176.5,172.79,173.95,5719165
2023-03-23,AAPL,173.88,183.63,169.15,176.59,5877665
2023-03-24,AAPL,176.65,185.63,176.65,184.37,3670612
2023-03-25,AAPL,184.56,184.56,179.22,180.41,2275100
2023-03-26,AAPL,180.86,184.01,180.86,183.09,1247523
2023-03-27,AAPL,183.31,185.54,179.5,184.16,3393722
2023-03-28,AAPL,184.32,190.06,184.32,189.75,4082473
2023-03-29,AAPL,189.85,191.24,189.85,191.0,2888934
2023-03-30,AAPL,190.42,192.86,189.43,190.9,3204457
2023-03-31,AAPL,191.14,191.14,188.1,188.21,2821454
2023-04-01,AAPL,188.27,191.96,188.27,191.49,5529091
2023-04-02,AAPL,191.6,197.1,191.6,195.3,4578346
2023-04-03,AAPL,195.66,195.66,191.02,192.5,3968473
2023-04-04,AAPL,192.73,195.03,192.73,194.93,3538394
2023-04-05,AAPL,194.78,195.13,194.01,195.09,2777122
2023-04-06,AAPL,194.96,194.96,189.0,193.97,3349391
2023-04-07,AAPL,194.35,201.85,194.35,200.55,4389590
2023-04-08,AAPL,201.73,204.58,200.09,202.51,3428028
2023-04-09,AAPL,203.29,207.17,198.42,205.4,1377918
2023-04-10,AAPL,204.63,204.63,198.04,198.61,1637691
2023-04-11,AAPL,196.63,206.59,195.03,199.01,5498432
2023-04-12,AAPL,199.5,199.5,188.23,188.6,2753299
2023-04-13,AAPL,188.65,190.12,187.78,189.04,3539086
2023-04-14,AAPL,188.63,188.63,185.9,186.95,4470490
2023-04-15,AAPL,187.56,189.71,187.56,188.35,4664089
2023-04-16,AAPL,188.95,189.8,188.95,189.53,1065257
2023-04-17,AAPL,191.28,191.28,187.89,189.7,5775035
2023-04-18,AAPL,189.21,195.45,188.06,194.59,4658847
2023-04-19,AAPL,192.98,192.98,183.55,185.2,2319032
2023-04-20,AAPL,185.07,187.52,185.07,187.05,1849127
2023-04-21,AAPL,187.03,197.64,187.03,192.39,3945747
2023-04-22,AAPL,192.99,200.57,192.99,199.72,2130782
2023-04-23,AAPL,199.9,199.9,197.93,198.93,3417219
2023-04-24,AAPL,199.71,206.34,199.71,201.99,3934743
2023-04-25,AAPL,202.08,212.45,202.08,208.02,4463146
2023-04-26,AAPL,208.59,208.59,198.94,202.73,4943532
2023-04-27,AAPL,203.4,203.4,198.44,198.77,3924619
2023-04-28,AAPL,197.18,201.64,197.18,200.73,3024946
2023-04-29,AAPL,198.59,201.99,193.87,198.01,1839284
2023-04-30,AAPL,198.01,198.01,190.72,192.23,3481414
2023-05-01,AAPL,192.49,192.49,190.68,190.74,1691122
2023-05-02,AAPL,189.26,190.85,189.26,190.83,2026779
2023-05-03,AAPL,190.01,192.17,188.6,191.31,4063068
2023-05-04,AAPL,190.57,190.57,182.2,183.66,5207006
2023-05-05,AAPL,182.87,182.87,180.47,181.78,5199801
2023-05-06,AAPL,181.29,183.3,181.29,183.12,4004143
2023-05-07,AAPL,182.03,186.8,182.03,182.99,2544533
2023-05-08,AAPL,183.41,188.11,183.38,187.03,1486968
2023-05-09,AAPL,187.14,187.14,181.54,182.28,5183518
2023-05-10,AAPL,183.76,183.92,183.11,183.52,4127022
2023-05-11,AAPL,184.58,184.58,179.83,180.99,2780661
2023-05-12,AAPL,180.87,181.21,179.53,179.85,3794994
2023-05-13,AAPL,180.06,181.17,180.06,181.06,1986338
2023-05-14,AAPL,180.9,183.83,171.68,178.3,3788093
2023-05-15,AAPL,179.06,186.3,179.06,185.9,4698390
2022-01-01,MSFT,278.72,281.26,278.72,280.61,1524568
2022-01-02,MSFT,279.86,284.15,277.29,279.51,2236256
2022-01-03,MSFT,278.64,278.64,271.15,273.56,2130604
2022-01-04,MSFT,275.21,275.21,269.09,269.12,2078654
2022-01-05,MSFT,267.77,271.41,267.77,269.31,3843702
2022-01-06,MSFT,268.57,273.73,268.57,271.15,4046694
2022-01-07,MSFT,268.69,279.57,268.69,274.29,3447570
2022-01-08,MSFT,273.33,283.22,273.33,282.22,1669768
2022-01-09,MSFT,282.07,287.77,280.84,284.59,2484003
2022-01-10,MSFT,288.83,291.6,288.55,289.39,2333393
2022-01-11,MSFT,291.94,292.61,291.94,292.23,3609626
2022-01-12,MSFT,291.82,295.75,291.2,293.57,5492189
2022-01-13,MSFT,294.6,299.01,294.6,296.76,3516497
2022-01-14,MSFT,294.85,294.85,294.07,294.4,4831664
2022-01-15,MSFT,294.45,297.38,294.45,296.59,4199855
2022-01-16,MSFT,298.05,301.72,292.14,294.56,5920397
2022-01-17,MSFT,293.22,293.22,280.94,285.01,5066817
2022-01-18,MSFT,283.46,295.97,283.46,294.4,2058734
2022-01-19,MSFT,293.04,298.04,293.04,296.33,2121855
2022-01-20,MSFT,295.8,301.78,295.8,299.99,4741876
2022-01-21,MSFT,302.31,309.97,300.55,301.92,1793227
2022-01-22,MSFT,300.2,300.2,282.37,294.1,2956900
2022-01-23,MSFT,292.99,292.99,277.58,277.82,5276914
2022-01-24,MSFT,278.53,281.95,278.53,280.97,5195782
2022-01-25,MSFT,282.05,284.48,281.97,283.15,1824141
2022-01-26,MSFT,285.16,285.16,280.69,282.05,2023407
2022-01-27,MSFT,279.87,280.79,278.62,279.72,2535367
2022-01-28,MSFT,280.11,280.11,277.95,278.34,2587435
2022-01-29,MSFT,280.18,280.18,274.39,274.53,1102084
2022-01-30,MSFT,276.86,277.16,272.14,276.66,1916136
2022-01-31,MSFT,277.9,277.9,267.03,269.23,3103375
2022-02-01,MSFT,267.71,272.22,267.71,271.32,4207228
2022-02-02,MSFT,272.78,281.27,272.07,274.7,6239654
2022-02-03,MSFT,274.87,274.87,267.05,267.68,3354702
2022-02-04,MSFT,268.65,273.67,262.73,268.09,5790979
2022-02-05,MSFT,267.41,277.86,267.41,274.65,5505024
2022-02-06,MSFT,273.85,273.85,270.36,270.52,3180016
2022-02-07,MSFT,269.29,272.24,269.29,271.99,2200745
2022-02-08,MSFT,269.3,275.0,268.01,271.56,3698818
2022-02-09,MSFT,272.64,272.64,265.58,266.97,2426805
2022-02-10,MSFT,266.88,266.88,261.66,264.28,3317014
2022-02-11,MSFT,263.47,263.47,260.49,261.38,2589251
2022-02-12,MSFT,261.56,263.25,258.92,259.77,1789095
2022-02-13,MSFT,259.69,264.54,259.69,263.49,5456127
2022-02-14,MSFT,265.02,266.04,255.72,259.55,1763042
2022-02-15,MSFT,259.25,259.25,251.18,251.4,4972036
2022-02-16,MSFT,252.22,252.22,246.83,251.23,5178515
2022-02-17,MSFT,251.7,251.7,242.15,244.89,5002388
2022-02-18,MSFT,245.65,245.65,238.52,242.14,4447126
2022-02-19,MSFT,242.59,252.6,242.59,248.92,1677792
2022-02-20,MSFT,250.04,254.41,250.04,253.51,4513165
2022-02-21,MSFT,254.16,254.16,244.66,249.32,3079599
2022-02-22,MSFT,250.12,257.99,250.12,255.29,4620856
2022-02-23,MSFT,253.87,258.77,253.87,257.79,2397441
2022-02-24,MSFT,259.62,259.62,254.39,256.19,1378768
2022-02-25,MSFT,256.29,260.64,255.34,257.95,4280809
2022-02-26,MSFT,259.98,263.26,257.75,261.09,4401348
2022-02-27,MSFT,261.08,267.54,261.08,266.15,2689848
2022-02-28,MSFT,265.09,265.09,261.43,263.58,2389816
2022-03-01,MSFT,262.91,266.16,262.75,265.63,3924331
2022-03-02,MSFT,264.77,264.77,255.18,261.43,5642777
2022-03-03,MSFT,261.31,273.53,261.31,273.43,3308513
2022-03-04,MSFT,273.85,273.85,272.39,272.47,3363671
2022-03-05,MSFT,272.48,274.57,272.47,273.14,2382414
2022-03-06,MSFT,272.15,278.29,272.15,275.51,5249172
2022-03-07,MSFT,276.49,276.49,269.48,270.01,2623575
2022-03-08,MSFT,271.24,271.24,269.38,270.99,6101918
2022-03-09,MSFT,272.87,281.6,272.87,280.1,1949962
2022-03-10,MSFT,279.53,286.25,279.53,285.25,3301612
2022-03-11,MSFT,285.99,287.98,279.01,283.3,6183997
2022-03-12,MSFT,284.27,291.15,284.27,290.22,3449456
2022-03-13,MSFT,288.03,292.37,288.02,289.47,4012920
2022-03-14,MSFT,290.29,290.29,283.7,284.36,4136894
2022-03-15,MSFT,283.03,283.16,280.52,281.16,2038675
2022-03-16,MSFT,282.11,282.69,278.71,278.82,1709901
2022-03-17,MSFT,278.23,285.88,278.23,284.58,5244341
2022-03-18,MSFT,284.95,284.95,279.68,280.32,1258009
2022-03-19,MSFT,281.99,288.52,274.88,280.72,5721205
2022-03-20,MSFT,282.79,282.79,268.54,271.44,5444521
2022-03-21,MSFT,272.09,276.31,272.09,275.68,1624922
2022-03-22,MSFT,276.04,278.29,267.24,275.04,5430730
2022-03-23,MSFT,275.01,275.01,262.41,267.43,5687431
2022-03-24,MSFT,267.67,274.2,267.67,272.69,3889253
2022-03-25,MSFT,274.0,274.59,273.27,273.94,1821513
2022-03-26,MSFT,272.8,276.02,272.12,273.4,2517966
2022-03-27,MSFT,273.67,277.59,273.67,275.87,2192840
2022-03-28,MSFT,275.12,278.42,275.12,278.26,1888731
2022-03-29,MSFT,278.09,286.15,272.45,280.56,2465777
2022-03-30,MSFT,281.37,295.78,281.37,288.88,5673593
2022-03-31,MSFT,289.98,289.98,276.08,280.18,3290233
2022-04-01,MSFT,280.34,280.34,267.43,268.87,3881605
2022-04-02,MSFT,268.6,268.6,261.77,267.61,3959226
2022-04-03,MSFT,266.34,266.34,259.58,260.14,4017469
2022-04-04,MSFT,259.07,261.2,255.4,259.11,5759703
2022-04-05,MSFT,259.39,259.39,251.94,255.11,3223916
2022-04-06,MSFT,255.99,261.74,255.99,258.83,5521042
2022-04-07,MSFT,258.53,258.53,250.65,254.14,2576533
2022-04-08,MSFT,252.46,252.46,250.05,250.09,3038927
2022-04-09,MSFT,249.74,250.22,245.99,248.54,3647992
2022-04-10,MSFT,248.95,248.95,245.34,245.99,4163452
2022-04-11,MSFT,245.07,252.66,244.64,247.16,3141123
2022-04-12,MSFT,247.09,247.09,240.6,241.02,2469050
2022-04-13,MSFT,242.27,243.04,241.3,241.52,2267114
2022-04-14,MSFT,242.67,246.15,239.27,243.83,3368214
2022-04-15,MSFT,245.43,253.29,243.84,248.27,1631821
2022-04-16,MSFT,249.61,254.62,249.61,253.95,3611295
2022-04-17,MSFT,254.46,254.46,251.5,252.56,4496902
2022-04-18,MSFT,254.92,256.92,248.1,255.94,3073140
2022-04-19,MSFT,256.91,273.03,256.91,268.63,3537539
2022-04-20,MSFT,268.17,273.57,268.17,273.11,3581581
2022-04-21,MSFT,272.79,278.49,272.79,275.52,5171958
2022-04-22,MSFT,274.5,281.4,274.5,278.89,4028165
2022-04-23,MSFT,277.16,277.16,275.96,276.05,4936634
2022-04-24,MSFT,276.22,276.55,274.48,275.33,3776584
2022-04-25,MSFT,275.41,282.06,270.94,273.71,5094062
2022-04-26,MSFT,271.91,283.32,271.91,283.03,4150204
2022-04-27,MSFT,279.59,279.59,273.85,273.96,2184777
2022-04-28,MSFT,277.23,277.23,273.17,273.53,1617664
2022-04-29,MSFT,271.49,271.49,269.45,269.62,3911078
2022-04-30,MSFT,269.85,271.67,265.52,268.89,3962300
2022-05-01,MSFT,270.21,272.85,270.21,272.58,4228071
2022-05-02,MSFT,274.0,274.29,270.14,272.21,6382328
2022-05-03,MSFT,272.19,290.26,272.19,281.81,4561607
2022-05-04,MSFT,282.31,282.31,268.57,272.85,5075240
2022-05-05,MSFT,272.07,280.18,272.07,279.73,1455970
2022-05-06,MSFT,279.98,285.29,279.03,282.89,3172981
2022-05-07,MSFT,282.82,282.82,278.08,279.23,2322430
2022-05-08,MSFT,278.27,278.27,273.78,274.98,1827352
2022-05-09,MSFT,274.16,279.55,274.16,276.6,4349474
2022-05-10,MSFT,275.83,275.83,273.49,273.6,1997173
2022-05-11,MSFT,270.36,281.43,270.36,275.77,4209203
2022-05-12,MSFT,275.77,275.77,259.18,268.75,6135194
2022-05-13,MSFT,269.39,269.39,253.25,256.3,5800537
2022-05-14,MSFT,257.4,263.16,253.47,260.6,5488149
2022-05-15,MSFT,260.76,260.76,250.88,251.51,2657761
2022-05-16,MSFT,251.17,257.23,251.17,256.65,3443922
2022-05-17,MSFT,257.03,257.44,255.36,256.31,3991773
2022-05-18,MSFT,257.98,257.98,242.22,242.98,3996787
2022-05-19,MSFT,244.24,250.14,244.24,247.47,3995818
2022-05-20,MSFT,247.38,247.38,242.18,243.14,1910821
2022-05-21,MSFT,243.61,243.61,237.7,242.42,3249701
2022-05-22,MSFT,241.87,248.41,241.87,246.98,1558331
2022-05-23,MSFT,247.53,247.53,244.72,245.12,1437001
2022-05-24,MSFT,245.74,248.3,236.3,243.96,3391500
2022-05-25,MSFT,243.79,253.86,243.79,252.8,4293969
2022-05-26,MSFT,253.91,257.18,248.9,251.05,3906888
2022-05-27,MSFT,251.73,264.76,251.59,257.57,5202886
2022-05-28,MSFT,256.82,256.82,248.06,248.08,3307544
2022-05-29,MSFT,249.81,249.81,247.4,247.71,4681712
2022-05-30,MSFT,248.6,248.6,247.19,247.51,4962364
2022-05-31,MSFT,246.95,247.08,246.38,246.92,2997207
2022-06-01,MSFT,249.11,251.24,245.1,247.36,4009850
2022-06-02,MSFT,245.01,245.01,241.21,241.84,1881062
2022-06-03,MSFT,243.64,243.85,239.88,243.6,4020548
2022-06-04,MSFT,242.21,242.21,238.37,239.09,2680525
2022-06-05,MSFT,236.57,240.63,236.57,240.18,3895933
2022-06-06,MSFT,241.06,241.06,237.92,238.44,4130624
2022-06-07,MSFT,237.22,242.22,232.42,237.76,4852334
2022-06-08,MSFT,237.99,237.99,229.37,230.08,4606434
2022-06-09,MSFT,231.58,238.09,227.35,230.8,6491887
2022-06-10,MSFT,230.4,242.0,230.4,238.46,4834871
2022-06-11,MSFT,237.91,242.45,237.91,242.44,1406158
2022-06-12,MSFT,244.38,245.89,241.03,242.08,3082999
2022-06-13,MSFT,242.49,242.49,235.34,235.38,1384235
2022-06-14,MSFT,234.59,236.77,234.59,235.04,1469406
2022-06-15,MSFT,237.59,237.66,237.47,237.47,2905563
2022-06-16,MSFT,238.19,238.19,236.63,237.39,3431013
2022-06-17,MSFT,235.73,237.0,235.31,235.8,3638732
2022-06-18,MSFT,234.96,240.75,234.96,239.51,4835774
2022-06-19,MSFT,240.09,243.15,238.42,242.76,5833288
2022-06-20,MSFT,242.42,242.42,224.17,236.88,3210809
2022-06-21,MSFT,236.86,236.86,219.59,224.1,5860125
2022-06-22,MSFT,224.48,224.48,217.28,217.34,1651732
2022-06-23,MSFT,218.87,218.87,216.22,217.59,4466311
2022-06-24,MSFT,217.62,219.53,215.19,215.47,2580428
2022-06-25,MSFT,216.23,221.7,216.23,220.87,2471757
2022-06-26,MSFT,219.01,219.55,219.01,219.5,4358782
2022-06-27,MSFT,218.03,222.23,216.52,219.97,4393126
2022-06-28,MSFT,221.45,232.53,221.45,225.37,7592615
2022-06-29,MSFT,224.12,240.5,224.12,237.35,6072046
2022-06-30,MSFT,238.31,238.31,230.96,232.12,3485919
2022-07-01,MSFT,231.91,234.98,231.91,234.47,3252851
2022-07-02,MSFT,234.23,245.41,232.82,234.04,4470427
2022-07-03,MSFT,233.82,233.82,220.85,221.64,2643301
2022-07-04,MSFT,221.89,221.89,218.51,218.69,5583683
2022-07-05,MSFT,218.64,223.61,218.64,221.39,4585742
2022-07-06,MSFT,221.4,233.34,221.4,229.58,5152264
2022-07-07,MSFT,227.67,237.33,227.67,233.46,3715619
2022-07-08,MSFT,233.64,251.94,226.07,239.32,6100932
2022-07-09,MSFT,235.65,235.65,224.53,226.18,3131196
2022-07-10,MSFT,223.76,231.37,223.76,230.33,3820884
2022-07-11,MSFT,231.28,231.28,227.72,228.54,3349081
2022-07-12,MSFT,228.45,228.5,226.54,227.49,1521956
2022-07-13,MSFT,227.21,231.27,227.21,230.5,4250427
2022-07-14,MSFT,229.89,238.14,223.19,231.15,2194218
2022-07-15,MSFT,231.05,244.33,231.05,240.37,4343447
2022-07-16,MSFT,242.58,245.98,242.58,245.71,1373703
2022-07-17,MSFT,243.74,246.35,243.74,245.47,2066795
2022-07-18,MSFT,245.71,245.71,241.04,244.29,3156364
2022-07-19,MSFT,242.54,245.73,236.82,240.69,3793657
2022-07-20,MSFT,238.42,238.42,230.18,234.94,2848832
2022-07-21,MSFT,235.05,246.08,235.05,244.49,2339649
2022-07-22,MSFT,242.83,242.83,239.47,241.18,4499170
2022-07-23,MSFT,242.4,242.4,238.53,239.71,2584611
2022-07-24,MSFT,238.16,241.2,238.16,240.85,2226444
2022-07-25,MSFT,242.26,242.92,236.3,240.46,2743875
2022-07-26,MSFT,239.05,239.05,236.0,236.39,3484073
2022-07-27,MSFT,239.66,239.66,235.49,235.91,1347012
2022-07-28,MSFT,235.37,238.94,233.89,236.17,4717338
2022-07-29,MSFT,237.68,245.82,235.58,240.22,1321616
2022-07-30,MSFT,241.64,241.64,233.06,233.77,3600557
2022-07-31,MSFT,235.09,243.02,233.09,238.87,3670743
2022-08-01,MSFT,240.22,249.44,240.22,245.76,3748756
2022-08-02,MSFT,244.31,244.31,239.45,241.34,2862976
2022-08-03,MSFT,240.74,244.68,240.74,244.37,2027504
2022-08-04,MSFT,244.28,250.37,243.66,246.87,5717876
2022-08-05,MSFT,248.96,256.48,248.96,255.75,5329182
2022-08-06,MSFT,256.4,261.66,256.4,260.83,4757603
2022-08-07,MSFT,263.37,263.37,259.52,259.79,5121609
2022-08-08,MSFT,259.12,264.65,259.12,261.4,5074262
2022-08-09,MSFT,262.09,262.09,253.63,258.18,1831853
2022-08-10,MSFT,257.88,268.95,257.88,262.56,1917367
2022-08-11,MSFT,263.2,272.07,263.2,269.99,3871432
2022-08-12,MSFT,269.65,273.46,269.65,272.22,2167319
2022-08-13,MSFT,275.61,276.0,273.34,273.67,3966265
2022-08-14,MSFT,277.31,277.31,268.27,271.15,3578565
2022-08-15,MSFT,270.89,270.89,265.26,265.83,4256115
2022-08-16,MSFT,267.81,267.81,258.56,261.1,3207884
2022-08-17,MSFT,260.5,260.5,255.02,256.16,3891668
2022-08-18,MSFT,253.99,253.99,247.74,252.76,4387500
2022-08-19,MSFT,252.57,252.57,244.74,247.37,3537464
2022-08-20,MSFT,247.99,247.99,242.99,243.96,2360002
2022-08-21,MSFT,245.38,256.28,241.47,245.33,2741461
2022-08-22,MSFT,245.35,260.71,245.35,260.04,3612344
2022-08-23,MSFT,259.34,262.34,259.34,262.1,3804082
2022-08-24,MSFT,261.15,265.76,260.63,262.51,1694705
2022-08-25,MSFT,262.25,271.97,262.23,266.96,3218542
2022-08-26,MSFT,265.18,269.0,259.59,261.13,3078951
2022-08-27,MSFT,261.82,270.47,261.82,269.49,1092048
2022-08-28,MSFT,270.93,270.93,266.87,267.39,2226825
2022-08-29,MSFT,265.47,273.26,265.47,271.82,4458158
2022-08-30,MSFT,273.92,273.98,273.0,273.32,2149243
2022-08-31,MSFT,271.45,274.8,266.19,272.59,4712877
2022-09-01,MSFT,273.8,273.8,265.45,265.48,1065712
2022-09-02,MSFT,266.41,267.98,262.22,266.0,4204419
2022-09-03,MSFT,266.68,266.88,256.5,262.03,3184996
2022-09-04,MSFT,264.01,264.01,254.73,256.15,4795378
2022-09-05,MSFT,253.94,255.36,253.94,254.51,4737732
2022-09-06,MSFT,254.54,254.54,247.55,248.93,4861348
2022-09-07,MSFT,247.94,250.6,247.94,250.42,5372652
2022-09-08,MSFT,249.21,257.45,249.21,253.01,6065617
2022-09-09,MSFT,252.56,260.41,252.56,259.53,5317789
2022-09-10,MSFT,258.25,259.96,252.47,256.27,2653928
2022-09-11,MSFT,254.5,254.5,250.32,251.31,4294985
2022-09-12,MSFT,251.02,252.98,244.07,249.7,2390916
2022-09-13,MSFT,249.94,249.94,243.02,244.2,2019328
2022-09-14,MSFT,244.0,248.46,244.0,247.28,3258280
2022-09-15,MSFT,246.79,248.82,243.6,245.78,4858919
2022-09-16,MSFT,245.46,248.84,245.46,248.6,2241203
2022-09-17,MSFT,247.79,251.44,244.05,247.92,1614663
2022-09-18,MSFT,246.56,246.56,243.05,243.05,1568002
2022-09-19,MSFT,243.71,243.71,236.34,242.61,5772503
2022-09-20,MSFT,242.34,242.34,232.85,235.03,4116541
2022-09-21,MSFT,233.83,233.83,228.82,232.98,1907179
2022-09-22,MSFT,232.62,239.88,232.62,237.84,4530240
2022-09-23,MSFT,235.34,241.36,235.34,240.1,2612728
2022-09-24,MSFT,239.64,239.64,236.65,236.72,4135428
2022-09-25,MSFT,237.29,239.11,234.85,236.76,3393620
2022-09-26,MSFT,237.21,237.21,232.8,234.5,4813197
2022-09-27,MSFT,233.72,233.72,231.06,231.7,4026200
2022-09-28,MSFT,232.21,239.67,229.17,233.06,4842613
2022-09-29,MSFT,234.63,240.77,234.63,240.56,4431987
2022-09-30,MSFT,241.67,241.88,240.78,240.92,3187538
2022-10-01,MSFT,242.86,242.86,236.25,236.3,3438870
2022-10-02,MSFT,236.27,237.19,236.27,236.44,2792907
2022-10-03,MSFT,236.68,238.53,235.43,237.68,4284140
2022-10-04,MSFT,235.82,236.59,233.8,235.17,3003475
2022-10-05,MSFT,233.94,234.62,232.72,233.78,5476235
2022-10-06,MSFT,233.79,233.79,230.79,231.28,2393576
2022-10-07,MSFT,232.99,232.99,230.03,231.56,3130131
2022-10-08,MSFT,232.42,235.66,232.42,235.02,3797461
2022-10-09,MSFT,234.08,234.8,231.12,234.44,5188740
2022-10-10,MSFT,234.34,234.34,230.11,230.59,1794147
2022-10-11,MSFT,232.2,234.05,230.62,232.99,3395653
2022-10-12,MSFT,232.32,232.32,230.38,230.53,3863254
2022-10-13,MSFT,231.93,231.93,229.17,230.93,1269522
2022-10-14,MSFT,231.27,237.43,231.0,233.17,5989198
2022-10-15,MSFT,232.32,232.32,222.04,227.65,2542909
2022-10-16,MSFT,227.23,227.23,214.33,219.75,6039348
2022-10-17,MSFT,220.6,231.71,220.6,229.23,3536737
2022-10-18,MSFT,230.03,231.28,224.72,226.59,2429075
2022-10-19,MSFT,227.85,233.25,227.85,231.11,1942830
2022-10-20,MSFT,233.95,234.88,232.55,233.86,2209360
2022-10-21,MSFT,233.51,237.35,233.51,236.2,3206272
2022-10-22,MSFT,236.23,238.53,236.23,237.86,5405979
2022-10-23,MSFT,237.91,237.91,234.57,235.07,2277037
2022-10-24,MSFT,233.04,236.62,233.04,233.91,2278910
2022-10-25,MSFT,231.05,231.05,227.72,229.45,2980010
2022-10-26,MSFT,229.77,229.77,225.05,225.38,4052446
2022-10-27,MSFT,227.0,227.0,224.43,225.18,2020450
2022-10-28,MSFT,224.15,227.86,222.01,226.88,3850845
2022-10-29,MSFT,227.18,237.95,227.18,232.67,4319267
2022-10-30,MSFT,232.4,232.4,226.44,227.47,1339043
2022-10-31,MSFT,227.34,233.29,227.34,231.05,1590001
2022-11-01,MSFT,230.4,234.86,228.64,233.98,4831609
2022-11-02,MSFT,234.89,234.89,225.37,227.3,1703908
2022-11-03,MSFT,227.99,227.99,223.6,223.91,1550998
2022-11-04,MSFT,223.66,225.09,222.07,223.27,3838083
2022-11-05,MSFT,223.06,229.32,223.06,225.59,2217780
2022-11-06,MSFT,224.81,230.16,224.81,229.35,5121877
2022-11-07,MSFT,229.67,229.67,225.84,227.07,4809673
2022-11-08,MSFT,225.35,234.74,225.35,230.1,5694376
2022-11-09,MSFT,230.34,230.34,222.0,223.93,5492543
2022-11-10,MSFT,224.07,224.07,215.13,215.58,4638644
2022-11-11,MSFT,214.53,215.32,213.06,215.05,2276528
2022-11-12,MSFT,215.83,215.83,210.78,211.45,3924181
2022-11-13,MSFT,211.08,215.67,211.08,215.15,5248546
2022-11-14,MSFT,215.96,219.52,213.62,216.36,5983262
2022-11-15,MSFT,215.81,224.46,215.81,222.87,1536198
2022-11-16,MSFT,222.36,222.36,219.73,220.68,2227002
2022-11-17,MSFT,220.18,220.18,218.35,219.1,1330477
2022-11-18,MSFT,219.18,220.81,215.42,218.52,2848392
2022-11-19,MSFT,218.45,218.45,214.7,215.32,1306802
2022-11-20,MSFT,215.83,215.83,212.73,214.11,2356439
2022-11-21,MSFT,213.44,218.49,213.44,216.75,5117382
2022-11-22,MSFT,215.79,223.54,215.79,222.68,2603591
2022-11-23,MSFT,219.25,219.25,213.72,213.99,3425778
2022-11-24,MSFT,214.08,215.03,213.56,213.85,2592210
2022-11-25,MSFT,212.97,217.36,212.97,216.68,1617163
2022-11-26,MSFT,217.94,217.94,214.17,215.4,1540589
2022-11-27,MSFT,214.69,215.2,211.18,213.53,2833332
2022-11-28,MSFT,213.3,213.3,209.01,210.63,1645962
2022-11-29,MSFT,210.64,216.23,209.16,213.49,5974767
2022-11-30,MSFT,213.59,213.59,208.7,209.07,2447373
2022-12-01,MSFT,209.97,211.08,209.23,209.45,6044881
2022-12-02,MSFT,209.6,219.58,209.6,217.1,4181226
2022-12-03,MSFT,217.98,222.42,217.98,220.32,2972678
2022-12-04,MSFT,219.33,219.33,218.01,218.43,3353022
2022-12-05,MSFT,220.33,220.33,218.42,218.72,4249370
2022-12-06,MSFT,219.79,219.79,211.93,216.11,1967732
2022-12-07,MSFT,215.78,217.16,206.09,211.17,4707199
2022-12-08,MSFT,210.64,210.64,204.38,205.23,5141243
2022-12-09,MSFT,205.34,208.73,203.46,206.08,1699964
2022-12-10,MSFT,205.9,206.2,201.78,203.3,4532873
2022-12-11,MSFT,202.39,210.08,202.39,209.32,2720880
2022-12-12,MSFT,207.13,210.13,207.13,208.67,2171861
2022-12-13,MSFT,211.17,211.17,203.6,206.33,6450827
2022-12-14,MSFT,204.92,214.98,204.92,213.26,4314574
2022-12-15,MSFT,214.6,222.6,214.6,216.96,1727528
2022-12-16,MSFT,217.42,223.3,217.42,222.51,2049209
2022-12-17,MSFT,223.38,223.38,209.43,213.4,5974384
2022-12-18,MSFT,212.14,212.14,203.27,204.27,3346976
2022-12-19,MSFT,203.04,203.91,202.14,203.07,2361238
2022-12-20,MSFT,203.91,204.59,202.48,204.01,1381413
2022-12-21,MSFT,203.97,206.7,203.97,205.45,3811180
2022-12-22,MSFT,205.28,205.28,202.69,203.5,4323088
2022-12-23,MSFT,202.98,205.81,202.98,204.64,2830542
2022-12-24,MSFT,205.0,207.18,205.0,206.93,1468377
2022-12-25,MSFT,208.19,208.19,203.91,204.34,4204985
2022-12-26,MSFT,205.3,205.3,203.46,203.69,4551642
2022-12-27,MSFT,202.48,203.35,202.48,202.91,2071992
2022-12-28,MSFT,203.11,203.54,197.3,200.14,6515850
2022-12-29,MSFT,199.78,213.44,199.78,206.7,3200502
2022-12-30,MSFT,206.99,220.37,206.99,215.62,3263565
2022-12-31,MSFT,213.71,213.71,206.44,208.93,4365477
2023-01-01,MSFT,208.4,212.61,208.4,212.04,6351852
2023-01-02,MSFT,211.4,221.22,211.4,219.6,4815377
2023-01-03,MSFT,219.16,223.61,219.16,221.67,3414657
2023-01-04,MSFT,221.18,221.18,217.69,218.93,2677773
2023-01-05,MSFT,218.16,222.71,218.16,220.03,5460845
2023-01-06,MSFT,220.92,225.99,220.92,224.41,5506865
2023-01-07,MSFT,223.22,228.82,223.22,227.37,5939686
